"ReferenceId","PolicyholderNumber","FirstPartyVehicleNumber","ThirdPartyVehicleNumber","PolicyholderOccupation","LossDate","FirstPolicySubscriptionDate","ClaimCause","ClaimInvolvedCovers","DamageImportance","FirstPartyVehicleType","ConnectionBetweenParties","LossPostCode","PolicyHolderPostCode","PolicyWasSubscribedOnInternet","NumberOfPoliciesOfPolicyholderInAllScope","FpVehicleAgeMonths","EasinessToStage","ClaimWihoutIdentifiedThirdParty","ClaimAmount","LossHour","PolicyHolderAge","NumberOfBodilyInjuries","FirstPartyLiability","Fraud"
6172,460605,634708,NA,"Executive","2019-04-14","2019-04-03","LossOfControl","MaterialDamages ActLiability","","Car","","6000","6000",1,1,111,0.5,1,6365.67,0,30,0,1,1
6173,665860,886533,NA,"Employee","2019-04-11","2018-11-01","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Car","","83500","83500",0,2,57,0,0,2774.98,18,60,1,0,0
6174,208069,497886,NA,"Executive","2019-04-14","2017-01-01","WindscreenDamage","Windscreen","","Car","","56880","56880",0,3,62,0.5,1,756.34,0,45,0,0,0
6175,372290,544298,NA,"Employee","2019-04-14","2019-02-01","CollisionWithAnimal","MaterialDamages ActLiability","","Car","","","57350",0,1,51,0.25,1,11535.04,0,32,0,0,0
6176,363314,843485,NA,"HeadOfCompany","2019-04-13","2017-09-29","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Car","","33120","33120",0,2,70,0.25,0,488.91,10,57,0,0,0
6177,129457,118862,NA,"Unemployed","2019-04-13","2018-04-16","WindscreenDamage","Windscreen","","Car","","29190","29190",0,3,36,0.5,1,480.72,0,58,0,0,0
6178,413603,584789,NA,"Employee","2019-04-08","2019-03-31","WindscreenDamage","Windscreen","","Car","","37000","49320",1,2,58,0.5,1,119.98,0,24,0,0,0
6179,86527,70450,NA,"Retired","2019-04-15","2017-02-01","LossOfControl","MaterialDamages ActLiability","","Car","","22600","22600",0,2,35,0.5,1,587.41,17,67,0,1,0
6180,412110,583422,NA,"CivilServant","2019-04-15","2019-04-03","LossOfControl","MaterialDamages ActLiability","","Car","","57290","54560",0,1,121,0.5,1,2575.71,18,48,0,1,0
6181,631388,NA,NA,"Employee","2019-04-13","2017-09-04","LossOfControl","MaterialDamages ActLiability","TotalLoss","Car","","63140","63440",0,1,166,0.5,1,2170,23,33,0,1,0
6182,725561,970634,NA,"Employee","2019-04-02","2017-12-23","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","63510","63510",0,1,82,0.25,0,1636,8,42,0,0,0
6183,281162,366000,NA,"Farmer","2019-04-10","2018-09-05","WindscreenDamage","Windscreen","","Car","","33260","13480",0,3,174,0.5,1,153.72,0,53,0,0,0
6184,546036,733302,NA,"Worker","2019-04-15","2017-07-12","AccidentOrCollision","ActLiability","","Car","","89230","89290",0,2,330,0.25,1,0,16,51,0,0,0
6185,237613,279541,NA,"Retired","2019-04-15","2018-07-20","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","22940","22940",0,2,123,0.25,0,2784.33,16,66,0,0,0
6186,407012,578259,NA,"Retired","2019-04-13","2019-02-01","Fire","ActLiability Fire","","Car","","79240","79240",0,2,142,0.5,1,1762,11,63,0,0,0
6187,546036,741077,NA,"Worker","2019-04-15","2017-07-12","AccidentWithIdentifiedThirdParty","ActLiability","TotalLoss","Car","","89290","89290",0,2,182,0.25,0,1140,16,51,0,0,0
6188,637586,847960,NA,"Unemployed","2019-04-03","2018-10-24","WindscreenDamage","Windscreen","","Car","","68200","76130",0,1,209,0.5,1,269.17,0,40,0,0,0
6189,201208,218041,NA,"Retired","2019-04-15","2017-07-10","AccidentWithUnidentifiedThirdParty","MaterialDamages ActLiability","","Car","","56170","44400",0,2,33,0.25,1,819.59,16,74,0,0,0
6190,413554,584751,NA,"Employee","2019-04-14","2019-03-22","AccidentWithIdentifiedThirdParty","ActLiability ThirdParty","","Car","","","26000",1,1,216,0.25,0,16016.4,NA,47,0,1,0
6191,461594,635635,NA,"Executive","2019-04-14","2019-04-06","LossOfControl","MaterialDamages ActLiability","","Car","","83670","83670",1,1,112,0.5,1,2369.28,16,34,0,1,0
6192,99799,84853,NA,"Executive","2019-04-15","2018-10-12","Vandalism","ActLiability Burglary","","Car","","77120","77120",0,3,22,0.5,1,0,17,34,0,0,0
6193,518550,701858,NA,"Employee","2019-04-16","2018-06-29","LossOfControl","MaterialDamages ActLiability","","Car","","","74580",0,5,62,0.5,1,0,NA,39,0,1,0
6194,487492,665748,NA,"Employee","2019-04-06","2019-04-04","TotalTheft","ActLiability Theft ReplacementVehicle","","Car","","95280","95280",0,1,43,0.5,1,5045.44,0,54,0,0,1
6195,412338,583640,NA,"Unemployed","2019-04-14","2019-03-28","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","30110","30480",1,2,188,0.25,0,731.89,16,21,0,0,0
6196,378356,549999,NA,"Executive","2019-04-16","2019-03-08","Vandalism","ActLiability Burglary","","Car","","94310","94310",1,1,9,0.5,1,0,10,42,0,0,0
6197,726326,971893,NA,"Employee","2019-04-12","2017-12-29","LossOfControl","MaterialDamages ActLiability","","Car","","74500","74500",0,1,15,0.5,1,2433.42,22,46,0,1,0
6198,609988,811992,NA,"Retired","2019-04-15","2018-08-25","LossOfControl","MaterialDamages ActLiability","","Caravan","","34380","55600",0,1,82,0.5,1,7883.62,11,69,0,1,0
6199,724457,968808,NA,"Employee","2019-04-10","2017-12-15","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","81140","81140",0,1,154,0.25,0,1482,18,41,0,1,0
6200,99522,84502,NA,"Student","2019-04-16","2019-03-02","MultiVehicleCrash","MaterialDamages ActLiability MedicalCare ThirdParty","TotalLoss","Car","","22290","22290",0,2,121,0,0,10884.39,7,19,1,0,0
6201,292650,393207,NA,"Employee","2019-04-14","2018-09-21","Vandalism","MaterialDamages ActLiability","","Car","","29340","29340",0,3,6,0.5,1,1061.08,0,22,0,0,0
6202,282518,368891,NA,"Unemployed","2019-04-13","2018-09-21","AccidentWithIdentifiedThirdParty","ActLiability","TotalLoss","Car","","16800","16800",0,1,198,0.25,0,977.66,18,24,0,0,0
6203,50608,36526,NA,"Executive","2019-04-04","2017-01-06","WindscreenDamage","Windscreen","","Car","","","16100",0,4,205,0.5,1,666.84,0,59,0,0,0
6204,723909,967963,NA,"Employee","2019-03-27","2018-01-16","WindscreenDamage","Windscreen","","Car","","","63340",0,5,88,0.5,1,119.98,0,42,0,0,0
6205,401510,812066,NA,"Retired","2019-04-07","2018-02-05","WindscreenDamage","Windscreen","","Car","","","38840",0,5,205,0.5,1,809.61,0,57,0,0,0
6206,555208,849898,NA,"Retired","2019-04-09","2018-11-05","WindscreenDamage","Windscreen","","Car","","","34200",0,2,237,0.5,1,724.85,0,60,0,0,0
6207,123635,110951,NA,"Employee","2019-03-30","2018-03-28","WindscreenDamage","Windscreen","","Car","","","56660",0,1,102,0.5,1,364.86,0,28,0,0,0
6208,308246,431865,NA,"Employee","2019-03-20","2017-05-31","WindscreenDamage","Windscreen","","Car","","","56400",0,2,248,0.5,1,427.19,0,35,0,0,0
6209,669433,890322,NA,"Retired","2019-04-01","2017-12-09","WindscreenDamage","Windscreen","","Car","","","33600",1,1,202,0.5,1,424.07,0,69,0,0,0
6210,586561,783388,NA,"Retired","2019-03-20","2018-08-31","WindscreenDamage","Windscreen","","Caravan","","","24100",0,1,39,0.5,1,619.43,0,80,0,0,0
6211,90224,163896,NA,"Employee","2019-03-27","2017-04-14","WindscreenDamage","Windscreen","","Car","","","35500",0,3,97,0.5,1,411.16,0,29,0,0,0
6212,90159,74514,NA,"Student","2019-03-20","2019-01-01","WindscreenDamage","Windscreen","","Car","","","29350",0,2,197,0.5,1,321.06,0,23,0,0,0
6213,443384,615880,NA,"Employee","2019-03-28","2017-03-30","WindscreenDamage","Windscreen ActLiability","","Car","","31770","31770",0,1,66,0.5,1,182.88,0,39,0,0,0
6214,164577,164189,NA,"Employee","2019-04-12","2017-03-17","WindscreenDamage","Windscreen","","Car","","","56140",0,4,209,0.5,1,179.62,0,33,0,0,0
6215,550279,739198,NA,"Employee","2019-04-13","2017-10-15","WindscreenDamage","Windscreen","","Car","","","55160",0,2,188,0.5,1,279.22,0,36,0,0,0
6216,660666,878703,NA,"Employee","2019-04-11","2017-12-01","WindscreenDamage","Windscreen","","Car","","","64200",0,1,111,0.5,1,518.68,0,47,0,0,0
6217,198764,293498,NA,"Executive","2019-04-01","2017-05-30","WindscreenDamage","Windscreen","","Car","","","33510",0,4,28,0.5,1,563.03,0,39,0,0,0
6218,641720,852570,NA,"Student","2019-04-11","2018-10-21","AccidentOrCollision","ActLiability","","Car","","6800","6270",1,1,189,0.25,1,0,23,22,0,0,0
6219,14817,84357,989011,"Student","2019-04-15","2018-01-31","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","63000","63500",0,3,199,0,0,2962,0,19,1,1,0
6220,44053,30527,NA,"Unemployed","2019-04-09","2019-01-10","WindscreenDamage","Windscreen","","Car","","56160","56700",0,4,279,0.5,1,608.16,0,29,0,0,0
6221,412794,584068,NA,"Retired","2019-04-15","2019-03-28","CollisionWithPedestrian","MaterialDamages ActLiability ThirdParty","","Car","","6130","6130",1,1,0,0,1,5218.91,18,66,1,1,0
6222,362312,538646,NA,"SelfEmployed","2019-04-14","2018-01-05","AccidentWithUnidentifiedThirdParty","MaterialDamages ActLiability","","Car","","26000","43200",0,3,73,0.25,1,2846.09,18,56,0,0,0
6223,691696,922116,NA,"Employee","2019-04-03","2018-11-24","WindscreenDamage","Windscreen","","Car","","57380","57380",0,1,43,0.5,1,802.28,0,23,0,0,0
6224,481152,657781,NA,"Employee","2019-04-16","2017-04-25","WindscreenDamage","Windscreen","","Car","","88530","88530",0,1,23,0.5,1,778.51,0,40,0,0,0
6225,457289,NA,NA,"Employee","2019-04-16","2019-04-02","AccidentWithUnidentifiedThirdParty","MaterialDamages ActLiability","","","","51370","51370",1,1,NA,0.25,1,113.58,8,45,0,0,0
6226,488840,554541,NA,"Employee","2019-03-22","2018-05-09","WindscreenDamage","Windscreen","","Car","","59380","59380",0,10,85,0.5,1,583.81,0,48,0,0,0
6227,487806,666096,NA,"Employee","2019-04-13","2019-04-09","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Caravan","","76370","76370",0,1,120,0.25,0,366.9,15,57,0,0.5,1
6228,561764,752411,NA,"SelfEmployed","2019-04-10","2017-07-15","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","74490","74490",1,1,74,0.25,0,225,21,52,0,0,0
6229,409918,581371,NA,"Employee","2019-03-16","2019-02-19","TheftAttempt","ActLiability Theft","","Car","","31600","31500",0,2,148,0.5,1,5834.76,12,34,0,0,0
6230,478181,653832,NA,"Retired","2019-04-17","2017-03-18","AccidentWithUnidentifiedThirdParty","MaterialDamages ActLiability","","Car","","59253","62840",0,2,159,0.25,1,0,10,69,0,1,0
6231,584360,780494,NA,"Employee","2019-04-15","2017-01-25","WindscreenDamage","Windscreen","","Car","","88420","88420",0,2,157,0.5,1,507.9,0,28,0,0,0
6232,580036,774555,NA,"Employee","2019-04-05","2017-07-13","WindscreenDamage","Windscreen","","Car","","32190","32013",0,1,106,0.5,1,746.47,12,56,0,0,0
6233,312695,443243,NA,"Retired","2019-03-29","2017-10-27","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","33700","33700",0,5,189,0.25,0,0,17,84,0,0,0
6234,454409,NA,NA,"Employee","2019-04-15","2019-04-01","TotalTheft","ActLiability Theft","","Car","","","6100",0,1,15,0.5,1,15800,10,33,0,0,0
6235,440398,612190,NA,"Employee","2019-04-16","2017-03-31","WindscreenDamage","Windscreen","","Caravan","","94500","94500",0,1,237,0.5,1,1587.92,0,55,0,0,0
6236,376459,547973,NA,"CivilServant","2019-04-17","2018-06-26","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Car","","94100","94000",1,2,7,0.25,0,2576.94,16,37,0,1,0
6237,490627,669340,NA,"Retired","2019-04-17","2019-04-15","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Car","","68500","68570",0,1,76,0.25,0,3416.72,8,73,0,0,0
6238,584728,781003,NA,"Retired","2019-04-15","2018-08-06","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Car","","57240","57240",0,2,246,0.25,0,388.68,16,70,0,0,0
6239,370106,542020,NA,"SelfEmployed","2019-04-14","2018-08-18","WindscreenDamage","Windscreen","","Car","","11000","32450",0,4,83,0.5,1,875.93,17,66,0,0,0
6240,233443,272417,NA,"Worker","2019-04-18","2017-07-31","WindscreenDamage","Windscreen","","Car","","44100","44110",0,2,39,0.5,1,251.94,6,52,0,0,0
6241,165014,164890,NA,"Employee","2019-04-18","2017-04-21","CollisionWithAnimal","MaterialDamages ActLiability","","Car","","29520","29520",0,2,52,0.25,1,813.63,9,23,0,0,0
6242,11907,3385,NA,"Employee","2019-04-17","2019-01-19","CollisionWithAnimal","MaterialDamages ActLiability","","Car","","29160","74200",0,2,44,0.25,1,1450.13,23,33,0,0,0
6243,401495,572050,989008,"Unemployed","2019-04-05","2018-02-07","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","13015","13015",0,1,241,0,0,12518.95,17,49,1,1,0
6244,405699,576817,NA,"Employee","2019-04-18","2017-12-26","LossOfControl","MaterialDamages ActLiability","","Car","","34430","34200",0,2,87,0.5,1,568.39,13,40,0,1,0
6245,100227,85268,NA,"Employee","2019-04-05","2018-05-22","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","16000","16730",0,3,119,0.25,0,619.5,16,31,0,0,0
6246,486051,664047,NA,"Employee","2019-04-13","2018-06-01","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","71000","71000",0,2,208,0.25,0,378,12,31,0,0,0
6247,444274,616941,NA,"Retired","2019-04-17","2018-03-07","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","68310","68310",0,1,45,0.25,0,2680.29,17,62,0,0,0
6248,635485,844917,NA,"Retired","2019-04-01","2018-10-07","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","14700","14700",0,2,78,0.25,0,1482,15,58,0,1,0
6249,233920,391017,NA,"Worker","2019-04-18","2017-08-03","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Car","","22000","22000",0,5,92,0.25,0,729.44,12,41,0,0,0
6250,133238,123732,NA,"Employee","2019-04-17","2019-03-14","WindscreenDamage","Windscreen","","Car","","22490","22490",0,1,69,0.5,1,775.1,17,29,0,0,0
6251,551503,740807,NA,"CivilServant","2019-04-11","2018-06-15","Fire","ActLiability Fire","","Car","","74000","74170",0,1,168,0.5,1,3698.04,10,58,0,0,0
6252,596438,793968,NA,"Employee","2019-04-18","2018-09-11","AccidentWithIdentifiedThirdParty","ActLiability MedicalCare ThirdParty","","Car","","31500","31500",1,1,83,0,0,9000,15,38,1,1,0
6253,724551,968971,NA,"Employee","2019-04-08","2018-01-01","WindscreenDamage","Windscreen","","Car","","50310","50310",0,1,152,0.5,1,903.1,0,37,0,0,0
6254,91267,75777,393318,"Employee","2019-04-17","2019-03-12","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","22700","37000",0,2,277,0.25,0,12,2,31,0,0,0
6255,445824,618735,NA,"Employee","2019-03-31","2018-03-15","MultiVehicleCrash","ActLiability ReplacementVehicle","","Car","","6000","6100",0,2,169,0.15,0,858.69,18,27,0,0,0
6256,726713,972521,NA,"Worker","2019-04-12","2018-01-01","WindscreenDamage","Windscreen","","Car","","64990","64990",0,1,130,0.5,1,376.67,0,37,0,0,0
6257,550822,847697,NA,"Employee","2019-04-12","2018-09-19","TotalTheft","ActLiability Theft","","Car","","57600","57600",0,1,131,0.5,1,2736.38,10,34,0,0,0
6258,659115,876164,NA,"Retired","2019-04-12","2017-10-04","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","27150","27150",1,1,231,0.25,0,1482,17,67,0,1,0
6259,92935,77476,NA,"SelfEmployed","2019-04-16","2019-02-21","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Car","","29150","29190",0,1,44,0.25,0,303.61,11,56,0,0,0
6260,455048,629284,NA,"Employee","2019-04-10","2019-03-27","Fire","ActLiability Fire","","Car","","47240","47240",0,1,217,0.5,1,0,10,57,0,0,1
6261,479115,655088,NA,"Retired","2019-04-18","2017-05-13","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability ReplacementVehicle","","Car","","34000","34770",0,2,28,0.25,0,1080.49,15,77,0,0,0
6262,699228,930733,NA,"Executive","2019-04-18","2018-12-22","AccidentWithIdentifiedThirdParty","ActLiability ReplacementVehicle","","Car","","38400","38400",1,1,37,0.25,0,5399.51,17,61,0,0,0
6263,1027884,807021,NA,"Worker","2019-04-06","2017-08-01","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","24500","24500",0,1,214,0.25,0,0,15,37,0,0,0
6264,338614,512623,NA,"Executive","2019-04-18","2019-02-01","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability ReplacementVehicle","","Car","","89600","89700",1,1,39,0.25,0,1749.14,12,49,0,1,0
6265,295428,NA,985784,"Unemployed","2019-04-19","2018-10-29","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Car","","33390","33390",0,2,115,0.25,0,2580.01,14,29,0,1,0
6266,143788,140184,NA,"Employee","2019-04-17","2018-04-21","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","63100","63100",0,3,128,0.25,0,0,19,23,0,0,0
6267,728911,975747,NA,"Employee","2019-04-11","2018-12-21","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","95570","95570",0,1,146,0.25,0,1523.04,14,30,0,0,0
6268,687785,916259,NA,"Retired","2019-04-02","2017-12-14","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","56130","56130",0,1,226,0.25,0,1722.79,14,66,0,0,0
6269,403450,574272,NA,"","2019-04-18","2018-03-25","AccidentWithIdentifiedThirdParty","ActLiability ReplacementVehicle","","Car","","3100","62280",1,1,86,0.25,0,1919.3,20,48,0,0,0
6270,454662,628882,NA,"Retired","2019-04-17","2019-04-01","LossOfControl","MaterialDamages ActLiability","","Car","","34340","34230",0,1,12,0.5,1,3975.7,8,74,0,1,1
6271,496510,675252,913490,"Employee","2019-04-12","2018-05-05","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","33620","33620",1,1,97,0.25,0,0,19,34,0,0,0
6272,407293,578536,NA,"CivilServant","2019-04-11","2019-02-08","WindscreenDamage","Windscreen","","Car","","80480","80480",0,3,84,0.5,1,1295.04,0,59,0,0,0
6273,96176,80894,503538,"Worker","2019-04-19","2019-03-13","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Car","","33150","33150",0,5,36,0.25,0,1007.12,19,48,0,0,0
6274,363365,534846,NA,"CivilServant","2019-04-18","2018-02-08","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Caravan","","64500","38400",0,2,142,0.25,0,0,18,53,0,1,0
6275,641891,852771,NA,"Employee","2019-04-20","2017-11-14","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","19600","19100",1,1,172,0.25,0,1482,19,43,0,1,0
6276,233223,271280,NA,"Employee","2019-04-22","2017-07-01","Vandalism","ActLiability Burglary ReplacementVehicle","","Car","","44000","44100",0,2,35,0.5,1,5881.04,1,36,0,0,0
6277,90592,75029,NA,"Employee","2019-04-21","2019-04-02","WindscreenDamage","Windscreen","","Car","","29850","29850",0,3,99,0.5,1,855.48,18,38,0,0,0
6278,618572,767571,NA,"Student","2019-04-23","2018-09-18","Vandalism","ActLiability","","Car","","77176","77176",1,1,205,0.5,1,0,2,20,0,0,0
6279,719846,960673,NA,"Unemployed","2019-04-21","2017-01-01","TheftOfExteriorElements","ActLiability","","Car","","59117","59117",0,1,132,0.5,1,0,14,40,0,0,0
6280,89479,73760,NA,"Employee","2019-04-22","2019-03-08","Vandalism","ActLiability Burglary","","Car","","35800","35150",0,3,31,0.5,1,169.39,15,30,0,0,0
6281,126930,115439,NA,"Executive","2019-04-21","2019-04-16","LossOfControl","MaterialDamages ActLiability","","Car","","35000","35000",0,3,105,0.5,1,3018.97,19,27,0,1,0
6282,99053,83910,NA,"Worker","2019-03-15","2017-04-11","WindscreenDamage","Windscreen","","Car","","15300","15300",0,3,178,0.5,1,437.81,0,51,0,0,0
6283,281089,365796,NA,"Retired","2019-04-21","2018-09-17","Vandalism","Windscreen","","Car","","33350","33350",0,3,70,0.5,1,831.27,2,62,0,0,0
6284,191737,203409,62860,"Retired","2019-04-22","2018-05-29","AccidentWithIdentifiedThirdParty","ThirdParty","","Car","","29820","29820",0,4,123,0.25,0,762.59,17,66,0,1,0
6285,11059,2664,NA,"Executive","2019-04-22","2017-02-20","WindscreenDamage","Windscreen ActLiability","","Car","","22190","22190",0,5,35,0.5,1,424.86,15,42,0,0,0
6286,446482,619535,NA,"Retired","2019-04-22","2018-04-01","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Car","","87000","87000",0,1,118,0.25,0,1482,6,67,0,1,0
6287,637812,848288,NA,"Employee","2019-04-02","2018-10-25","WindscreenDamage","Windscreen","","Car","","63460","63460",0,1,166,0.5,1,600.73,0,43,0,0,0
6288,362982,534415,NA,"Employee","2019-02-04","2017-02-01","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","45500","45500",0,1,223,0.25,0,1482,9,32,0,1,0
6289,126710,115155,NA,"Retired","2019-04-21","2017-07-03","TotalTheft","ActLiability Theft","","Car","","29200","29200",0,7,196,0.5,1,0,0,59,0,0,0
6290,400070,570389,NA,"CivilServant","2019-03-22","2017-02-23","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Car","","11230","11230",0,1,40,0.25,0,894.35,20,28,0,0,0
6291,376309,547828,NA,"Employee","2019-02-05","2019-02-05","AccidentWithIdentifiedThirdParty","ActLiability ThirdParty","","Car","","69007","69250",1,1,242,0.25,0,1885.84,23,26,0,1,0
6292,366322,538011,NA,"Retired","2019-04-21","2018-02-01","TheftAttempt","ActLiability Theft","","Car","","11200","11200",0,2,71,0.5,1,1548.63,12,71,0,0,0
